qid,prompt_name,model,sc_label,sc_confidence,score,n_help,n_hurt,n_unknown
443396,expert,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
451602,cot,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
451602,direct,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
451602,expert,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
489204,cot,Qwen3-14B-Think,Help,1.0,1.0,1,0,4
489204,direct,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
489204,expert,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
490595,cot,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
490595,direct,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
490595,expert,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
527433,cot,Qwen3-14B-Think,Help,1.0,1.0,1,0,4
527433,direct,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
527433,expert,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
573724,cot,Qwen3-14B-Think,Help,1.0,1.0,1,0,4
573724,direct,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
573724,expert,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
833860,cot,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
833860,direct,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
833860,expert,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
855410,cot,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
855410,direct,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
855410,expert,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
915593,cot,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
915593,direct,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
915593,expert,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
962179,cot,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
962179,direct,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
962179,expert,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
1037798,cot,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
1037798,direct,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
1037798,expert,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
1063750,cot,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
1063750,direct,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
1063750,expert,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
1103812,cot,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
1103812,direct,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
1103812,expert,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
1106007,cot,Qwen3-14B-Think,Help,1.0,1.0,1,0,4
1106007,direct,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
1106007,expert,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
1110199,cot,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
1110199,direct,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
1110199,expert,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
1112341,cot,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
1112341,direct,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
1112341,expert,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
1113437,cot,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
1113437,direct,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
1113437,expert,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
1114646,cot,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
1114646,direct,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
1114646,expert,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
1114819,cot,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
1114819,direct,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
1114819,expert,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
1115776,cot,Qwen3-14B-Think,Help,1.0,1.0,1,0,4
1115776,direct,Qwen3-14B-Think,Help,1.0,1.0,1,0,4
1115776,expert,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
1117099,cot,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
1117099,direct,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
1117099,expert,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
1121402,cot,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
1121402,direct,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
1121402,expert,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
1121709,cot,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
1121709,direct,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
1121709,expert,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
1124210,cot,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
1124210,direct,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
1124210,expert,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
1129237,cot,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
1129237,direct,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
1129237,expert,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
1133167,cot,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
1133167,direct,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
1133167,expert,Qwen3-14B-Think,Unknown,0.0,1.0,0,0,5
19335,cot,R1-7B,Help,1.0,1.0,5,0,0
19335,direct,R1-7B,Help,0.6,0.6,3,2,0
19335,expert,R1-7B,Help,1.0,1.0,5,0,0
47923,cot,R1-7B,Help,1.0,1.0,5,0,0
47923,direct,R1-7B,Hurt,1.0,0.0,0,5,0
47923,expert,R1-7B,Help,1.0,1.0,5,0,0
87181,cot,R1-7B,Help,1.0,1.0,5,0,0
87181,direct,R1-7B,Help,0.8,0.8,4,1,0
87181,expert,R1-7B,Help,1.0,1.0,5,0,0
87452,cot,R1-7B,Help,1.0,1.0,5,0,0
87452,direct,R1-7B,Hurt,0.6,0.4,2,3,0
87452,expert,R1-7B,Help,1.0,1.0,5,0,0
104861,cot,R1-7B,Help,1.0,1.0,5,0,0
104861,direct,R1-7B,Help,1.0,1.0,5,0,0
104861,expert,R1-7B,Help,0.8,0.8,4,1,0
130510,cot,R1-7B,Help,1.0,1.0,5,0,0
130510,direct,R1-7B,Hurt,0.8,0.19999999999999996,1,4,0
130510,expert,R1-7B,Help,1.0,1.0,5,0,0
131843,cot,R1-7B,Help,1.0,1.0,5,0,0
131843,direct,R1-7B,Help,0.8,0.8,4,1,0
131843,expert,R1-7B,Help,1.0,1.0,5,0,0
146187,cot,R1-7B,Help,1.0,1.0,5,0,0
146187,direct,R1-7B,Help,0.6,0.6,3,2,0
146187,expert,R1-7B,Help,1.0,1.0,5,0,0
148538,cot,R1-7B,Help,1.0,1.0,5,0,0
148538,direct,R1-7B,Help,1.0,1.0,5,0,0
148538,expert,R1-7B,Help,1.0,1.0,5,0,0
156493,cot,R1-7B,Help,1.0,1.0,5,0,0
156493,direct,R1-7B,Hurt,0.8,0.19999999999999996,1,4,0
156493,expert,R1-7B,Help,0.6,0.6,3,2,0
168216,cot,R1-7B,Help,1.0,1.0,5,0,0
168216,direct,R1-7B,Help,1.0,1.0,5,0,0
168216,expert,R1-7B,Help,1.0,1.0,5,0,0
182539,cot,R1-7B,Help,1.0,1.0,5,0,0
182539,direct,R1-7B,Help,0.6,0.6,3,2,0
182539,expert,R1-7B,Help,1.0,1.0,5,0,0
183378,cot,R1-7B,Help,1.0,1.0,5,0,0
183378,direct,R1-7B,Help,0.8,0.8,4,1,0
183378,expert,R1-7B,Help,1.0,1.0,5,0,0
207786,cot,R1-7B,Help,1.0,1.0,5,0,0
207786,direct,R1-7B,Hurt,0.6,0.4,2,3,0
207786,expert,R1-7B,Help,1.0,1.0,5,0,0
264014,cot,R1-7B,Help,1.0,1.0,5,0,0
264014,direct,R1-7B,Help,0.8,0.8,4,1,0
264014,expert,R1-7B,Help,1.0,1.0,5,0,0
359349,cot,R1-7B,Help,1.0,1.0,5,0,0
359349,direct,R1-7B,Help,1.0,1.0,5,0,0
359349,expert,R1-7B,Help,1.0,1.0,5,0,0
405717,cot,R1-7B,Help,1.0,1.0,5,0,0
405717,direct,R1-7B,Hurt,0.8,0.19999999999999996,1,4,0
405717,expert,R1-7B,Help,1.0,1.0,5,0,0
443396,cot,R1-7B,Help,0.8,0.8,4,1,0
443396,direct,R1-7B,Hurt,1.0,0.0,0,5,0
443396,expert,R1-7B,Help,1.0,1.0,5,0,0
451602,cot,R1-7B,Help,1.0,1.0,5,0,0
451602,direct,R1-7B,Help,0.8,0.8,4,1,0
451602,expert,R1-7B,Help,1.0,1.0,5,0,0
489204,cot,R1-7B,Help,1.0,1.0,5,0,0
489204,direct,R1-7B,Hurt,1.0,0.0,0,5,0
489204,expert,R1-7B,Help,1.0,1.0,5,0,0
490595,cot,R1-7B,Help,1.0,1.0,5,0,0
490595,direct,R1-7B,Hurt,0.6,0.4,2,3,0
490595,expert,R1-7B,Help,1.0,1.0,5,0,0
527433,cot,R1-7B,Help,1.0,1.0,5,0,0
527433,direct,R1-7B,Help,0.8,0.8,4,1,0
527433,expert,R1-7B,Help,1.0,1.0,5,0,0
573724,cot,R1-7B,Help,1.0,1.0,5,0,0
573724,direct,R1-7B,Help,1.0,1.0,5,0,0
573724,expert,R1-7B,Help,0.8,0.8,4,1,0
833860,cot,R1-7B,Help,1.0,1.0,5,0,0
833860,direct,R1-7B,Help,1.0,1.0,5,0,0
833860,expert,R1-7B,Help,0.8,0.8,4,1,0
855410,cot,R1-7B,Help,0.6,0.6,3,2,0
855410,direct,R1-7B,Hurt,0.8,0.19999999999999996,1,4,0
855410,expert,R1-7B,Help,1.0,1.0,5,0,0
915593,cot,R1-7B,Help,1.0,1.0,5,0,0
915593,direct,R1-7B,Help,1.0,1.0,5,0,0
915593,expert,R1-7B,Help,1.0,1.0,5,0,0
962179,cot,R1-7B,Help,1.0,1.0,5,0,0
962179,direct,R1-7B,Help,1.0,1.0,5,0,0
962179,expert,R1-7B,Help,1.0,1.0,5,0,0
1037798,cot,R1-7B,Help,0.6,0.6,3,2,0
1037798,direct,R1-7B,Hurt,1.0,0.0,0,5,0
1037798,expert,R1-7B,Help,0.6,0.6,3,2,0
1063750,cot,R1-7B,Help,1.0,1.0,5,0,0
1063750,direct,R1-7B,Hurt,1.0,0.0,0,5,0
1063750,expert,R1-7B,Help,1.0,1.0,5,0,0
1103812,cot,R1-7B,Help,1.0,1.0,5,0,0
1103812,direct,R1-7B,Help,1.0,1.0,5,0,0
1103812,expert,R1-7B,Help,1.0,1.0,5,0,0
1106007,cot,R1-7B,Help,1.0,1.0,5,0,0
1106007,direct,R1-7B,Help,0.8,0.8,4,1,0
1106007,expert,R1-7B,Help,1.0,1.0,5,0,0
1110199,cot,R1-7B,Help,1.0,1.0,5,0,0
1110199,direct,R1-7B,Hurt,0.6,0.4,2,3,0
1110199,expert,R1-7B,Help,0.6,0.6,3,2,0
1112341,cot,R1-7B,Help,1.0,1.0,5,0,0
1112341,direct,R1-7B,Help,0.6,0.6,3,2,0
1112341,expert,R1-7B,Help,0.8,0.8,4,1,0
1113437,cot,R1-7B,Help,1.0,1.0,5,0,0
1113437,direct,R1-7B,Help,0.6,0.6,3,2,0
1113437,expert,R1-7B,Help,1.0,1.0,5,0,0
1114646,cot,R1-7B,Help,1.0,1.0,5,0,0
1114646,direct,R1-7B,Help,0.8,0.8,4,1,0
1114646,expert,R1-7B,Help,1.0,1.0,5,0,0
1114819,cot,R1-7B,Help,1.0,1.0,5,0,0
1114819,direct,R1-7B,Hurt,0.6,0.4,2,3,0
1114819,expert,R1-7B,Help,1.0,1.0,5,0,0
1115776,cot,R1-7B,Help,1.0,1.0,5,0,0
1115776,direct,R1-7B,Help,0.6,0.6,3,2,0
1115776,expert,R1-7B,Help,1.0,1.0,5,0,0
1117099,cot,R1-7B,Hurt,0.6,0.4,2,3,0
1117099,direct,R1-7B,Hurt,0.8,0.19999999999999996,1,4,0
1117099,expert,R1-7B,Help,1.0,1.0,5,0,0
1121402,cot,R1-7B,Help,1.0,1.0,5,0,0
1121402,direct,R1-7B,Help,0.6,0.6,3,2,0
1121402,expert,R1-7B,Help,1.0,1.0,5,0,0
1121709,cot,R1-7B,Help,0.6,0.6,3,2,0
1121709,direct,R1-7B,Hurt,1.0,0.0,0,5,0
1121709,expert,R1-7B,Help,0.8,0.8,4,1,0
1124210,cot,R1-7B,Help,1.0,1.0,5,0,0
1124210,direct,R1-7B,Hurt,0.6,0.4,2,3,0
1124210,expert,R1-7B,Help,1.0,1.0,5,0,0
1129237,cot,R1-7B,Help,1.0,1.0,5,0,0
1129237,direct,R1-7B,Hurt,0.8,0.19999999999999996,1,4,0
1129237,expert,R1-7B,Help,1.0,1.0,5,0,0
1133167,cot,R1-7B,Help,1.0,1.0,5,0,0
1133167,direct,R1-7B,Help,0.6,0.6,3,2,0
1133167,expert,R1-7B,Help,1.0,1.0,5,0,0
19335,cot,R1-14B,Hurt,0.6,0.4,2,3,0
19335,direct,R1-14B,Help,1.0,1.0,5,0,0
19335,expert,R1-14B,Help,1.0,1.0,5,0,0
47923,cot,R1-14B,Help,1.0,1.0,5,0,0
47923,direct,R1-14B,Help,1.0,1.0,5,0,0
47923,expert,R1-14B,Help,0.8,0.8,4,1,0
87181,cot,R1-14B,Help,1.0,1.0,5,0,0
87181,direct,R1-14B,Help,1.0,1.0,5,0,0
87181,expert,R1-14B,Help,1.0,1.0,5,0,0
87452,cot,R1-14B,Help,0.6,0.6,3,2,0
87452,direct,R1-14B,Help,1.0,1.0,5,0,0
87452,expert,R1-14B,Help,1.0,1.0,5,0,0
104861,cot,R1-14B,Help,0.6,0.6,3,2,0
104861,direct,R1-14B,Help,1.0,1.0,5,0,0
104861,expert,R1-14B,Help,0.8,0.8,4,1,0
130510,cot,R1-14B,Help,0.8,0.8,4,1,0
130510,direct,R1-14B,Help,1.0,1.0,5,0,0
130510,expert,R1-14B,Help,1.0,1.0,5,0,0
131843,cot,R1-14B,Help,1.0,1.0,5,0,0
131843,direct,R1-14B,Help,1.0,1.0,5,0,0
131843,expert,R1-14B,Help,0.8,0.8,4,1,0
146187,cot,R1-14B,Help,1.0,1.0,5,0,0
146187,direct,R1-14B,Help,1.0,1.0,5,0,0
146187,expert,R1-14B,Help,1.0,1.0,5,0,0
148538,cot,R1-14B,Help,1.0,1.0,5,0,0
148538,direct,R1-14B,Help,1.0,1.0,5,0,0
148538,expert,R1-14B,Help,0.8,0.8,4,1,0
156493,cot,R1-14B,Help,1.0,1.0,5,0,0
156493,direct,R1-14B,Help,1.0,1.0,5,0,0
156493,expert,R1-14B,Help,1.0,1.0,5,0,0
168216,cot,R1-14B,Help,1.0,1.0,5,0,0
168216,direct,R1-14B,Help,1.0,1.0,5,0,0
168216,expert,R1-14B,Help,0.8,0.8,4,1,0
182539,cot,R1-14B,Help,0.8,0.8,4,1,0
182539,direct,R1-14B,Help,1.0,1.0,5,0,0
182539,expert,R1-14B,Help,0.8,0.8,4,1,0
183378,cot,R1-14B,Help,1.0,1.0,5,0,0
183378,direct,R1-14B,Help,1.0,1.0,5,0,0
183378,expert,R1-14B,Help,0.6,0.6,3,2,0
207786,cot,R1-14B,Help,1.0,1.0,5,0,0
207786,direct,R1-14B,Hurt,0.8,0.19999999999999996,1,4,0
207786,expert,R1-14B,Help,0.8,0.8,4,1,0
264014,cot,R1-14B,Help,1.0,1.0,5,0,0
264014,direct,R1-14B,Help,1.0,1.0,5,0,0
264014,expert,R1-14B,Help,1.0,1.0,5,0,0
359349,cot,R1-14B,Help,1.0,1.0,5,0,0
359349,direct,R1-14B,Help,1.0,1.0,5,0,0
359349,expert,R1-14B,Help,1.0,1.0,5,0,0
405717,cot,R1-14B,Help,0.8,0.8,4,1,0
405717,direct,R1-14B,Help,1.0,1.0,5,0,0
405717,expert,R1-14B,Help,1.0,1.0,5,0,0
443396,cot,R1-14B,Hurt,0.6,0.4,2,3,0
443396,direct,R1-14B,Help,1.0,1.0,5,0,0
443396,expert,R1-14B,Help,0.8,0.8,4,1,0
451602,cot,R1-14B,Help,1.0,1.0,5,0,0
451602,direct,R1-14B,Help,1.0,1.0,5,0,0
451602,expert,R1-14B,Help,1.0,1.0,5,0,0
489204,cot,R1-14B,Help,1.0,1.0,5,0,0
489204,direct,R1-14B,Help,1.0,1.0,5,0,0
489204,expert,R1-14B,Help,1.0,1.0,5,0,0
490595,cot,R1-14B,Help,1.0,1.0,5,0,0
490595,direct,R1-14B,Help,1.0,1.0,5,0,0
490595,expert,R1-14B,Help,0.8,0.8,4,1,0
527433,cot,R1-14B,Help,0.8,0.8,4,1,0
527433,direct,R1-14B,Help,1.0,1.0,5,0,0
527433,expert,R1-14B,Help,1.0,1.0,5,0,0
573724,cot,R1-14B,Help,1.0,1.0,5,0,0
573724,direct,R1-14B,Help,1.0,1.0,5,0,0
573724,expert,R1-14B,Help,1.0,1.0,5,0,0
833860,cot,R1-14B,Help,0.8,0.8,4,1,0
833860,direct,R1-14B,Help,1.0,1.0,5,0,0
833860,expert,R1-14B,Help,1.0,1.0,5,0,0
855410,cot,R1-14B,Help,0.6,0.6,3,2,0
855410,direct,R1-14B,Help,1.0,1.0,5,0,0
855410,expert,R1-14B,Hurt,1.0,0.0,0,5,0
915593,cot,R1-14B,Help,1.0,1.0,5,0,0
915593,direct,R1-14B,Help,1.0,1.0,5,0,0
915593,expert,R1-14B,Help,1.0,1.0,5,0,0
962179,cot,R1-14B,Help,0.8,0.8,4,1,0
962179,direct,R1-14B,Help,1.0,1.0,5,0,0
962179,expert,R1-14B,Hurt,0.6,0.4,2,3,0
1037798,cot,R1-14B,Hurt,1.0,0.0,0,5,0
1037798,direct,R1-14B,Help,1.0,1.0,5,0,0
1037798,expert,R1-14B,Help,0.8,0.8,4,1,0
1063750,cot,R1-14B,Help,1.0,1.0,5,0,0
1063750,direct,R1-14B,Help,1.0,1.0,5,0,0
1063750,expert,R1-14B,Hurt,0.8,0.19999999999999996,1,4,0
1103812,cot,R1-14B,Help,1.0,1.0,5,0,0
1103812,direct,R1-14B,Help,1.0,1.0,5,0,0
1103812,expert,R1-14B,Help,0.8,0.8,4,1,0
1106007,cot,R1-14B,Help,1.0,1.0,5,0,0
1106007,direct,R1-14B,Help,1.0,1.0,5,0,0
1106007,expert,R1-14B,Help,0.6,0.6,3,2,0
1110199,cot,R1-14B,Help,1.0,1.0,5,0,0
1110199,direct,R1-14B,Help,1.0,1.0,5,0,0
1110199,expert,R1-14B,Help,0.8,0.8,4,1,0
1112341,cot,R1-14B,Help,1.0,1.0,5,0,0
1112341,direct,R1-14B,Help,1.0,1.0,5,0,0
1112341,expert,R1-14B,Help,1.0,1.0,5,0,0
1113437,cot,R1-14B,Help,0.6,0.6,3,2,0
1113437,direct,R1-14B,Help,1.0,1.0,5,0,0
1113437,expert,R1-14B,Help,1.0,1.0,5,0,0
1114646,cot,R1-14B,Help,1.0,1.0,5,0,0
1114646,direct,R1-14B,Help,1.0,1.0,5,0,0
1114646,expert,R1-14B,Help,0.8,0.8,4,1,0
1114819,cot,R1-14B,Help,1.0,1.0,5,0,0
1114819,direct,R1-14B,Help,1.0,1.0,5,0,0
1114819,expert,R1-14B,Help,1.0,1.0,5,0,0
1115776,cot,R1-14B,Help,0.8,0.8,4,1,0
1115776,direct,R1-14B,Help,1.0,1.0,5,0,0
1115776,expert,R1-14B,Help,1.0,1.0,5,0,0
1117099,cot,R1-14B,Help,0.6,0.6,3,2,0
1117099,direct,R1-14B,Help,1.0,1.0,5,0,0
1117099,expert,R1-14B,Hurt,1.0,0.0,0,5,0
1121402,cot,R1-14B,Help,1.0,1.0,5,0,0
1121402,direct,R1-14B,Help,1.0,1.0,5,0,0
1121402,expert,R1-14B,Help,1.0,1.0,5,0,0
1121709,cot,R1-14B,Help,0.6,0.6,3,2,0
1121709,direct,R1-14B,Help,1.0,1.0,5,0,0
1121709,expert,R1-14B,Hurt,0.6,0.4,2,3,0
1124210,cot,R1-14B,Help,1.0,1.0,5,0,0
1124210,direct,R1-14B,Help,1.0,1.0,5,0,0
1124210,expert,R1-14B,Help,0.8,0.8,4,1,0
1129237,cot,R1-14B,Help,1.0,1.0,5,0,0
1129237,direct,R1-14B,Help,1.0,1.0,5,0,0
1129237,expert,R1-14B,Help,1.0,1.0,5,0,0
1133167,cot,R1-14B,Help,1.0,1.0,5,0,0
1133167,direct,R1-14B,Help,1.0,1.0,5,0,0
1133167,expert,R1-14B,Help,0.8,0.8,4,1,0
